Business Licence Number,Business ID,Address,Business Licence Type,Type of Residence,Licenced Date,Licenced Expiry Date,Status Description,longitude,latitude,Point
BL268401,16327413,#1108 135 13 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-04-29T21:27:44,2025-04-29T21:27:44,Licensed,-114.06564533826443,51.040164754540555,POINT (-114.06564533826443 51.040164754540555)
BL275142,16417719,100 COVENTRY GR NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-11-15T22:37:04,2024-11-14T22:37:04,Closed,-114.05192582483737,51.15472903275357,POINT (-114.05192582483737 51.15472903275357)
BL260305,16209777,#5 2407 17 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-09-28T21:02:04,2024-09-27T21:02:04,Closed,-114.102330640017,51.03286980256672,POINT (-114.102330640017 51.03286980256672)
BL271665,16371700,#313 93 34 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-08-02T14:59:21,2024-08-01T14:59:21,Expired,-114.06403391260308,51.02283209798238,POINT (-114.06403391260308 51.02283209798238)
BL272506,16382855,113 PANTEGO TC NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-03-15T13:30:07,2025-03-15T13:30:07,Licensed,-114.0942679664088,51.164510298704336,POINT (-114.0942679664088 51.164510298704336)
BL264890,16286551,145 MAHOGANY DR SE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2024-02-06T11:16:40,2025-02-05T11:16:40,Licensed,-113.93879340591546,50.890750889361776,POINT (-113.93879340591546 50.890750889361776)
BL280220,16486896,#3 3717 15A ST SW,SHORT TERM RENTAL - TIER ONE,Townhouse,2024-08-22T09:42:59,2025-08-22T09:42:59,Licensed,-114.09948162696824,51.021450256088855,POINT (-114.09948162696824 51.021450256088855)
BL270393,16352486,#1309 1188 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-06-26T11:29:05,2024-06-25T11:29:05,Closed,-114.05531817790647,51.041672473051335,POINT (-114.05531817790647 51.041672473051335)
BL272935,16387730,292 NOLANCREST HT NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-12T10:30:03,2024-09-11T10:30:03,Closed,-114.16915026672028,51.17582768728718,POINT (-114.16915026672028 51.17582768728718)
BL256409,16171381,71R COPPERFIELD CR SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-06-03T15:23:26,2025-06-03T15:23:26,Licensed,-113.94073719991603,50.90964133970343,POINT (-113.94073719991603 50.90964133970343)
BL278484,16465189,131 EVANSTON VW NW,SHORT TERM RENTAL - TIER ONE,A bedroom in the home,2024-03-15T15:39:34,2025-03-15T15:39:34,Closed,-114.12175866494894,51.1663292308372,POINT (-114.12175866494894 51.1663292308372)
BL284648,16540726,#2 115 17 AV NW,SHORT TERM RENTAL - TIER ONE,Townhouse,2024-11-05T13:23:44,2025-11-05T13:23:44,Licensed,-114.06354041140574,51.067664482448784,POINT (-114.06354041140574 51.067664482448784)
BL270440,16353120,130B SAGE BLUFF RI NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-06-27T09:48:51,2024-06-26T09:48:51,Expired,-114.13463975904718,51.17718432554677,POINT (-114.13463975904718 51.17718432554677)
BL260690,16224511,#3 4020 GLENPARK CR SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-10-13T09:41:02,2024-10-12T09:41:02,Expired,-114.1441443377473,51.0293324691954,POINT (-114.1441443377473 51.0293324691954)
BL265461,16293250,4033 79 ST NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2024-02-16T09:53:22,2025-02-15T09:53:22,Licensed,-114.2020385093698,51.088276640429456,POINT (-114.2020385093698 51.088276640429456)
BL270594,16355836,1608B 19 AV NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-06-30T22:57:37,2024-06-29T22:57:37,Expired - Pending Recommendation,-114.09772815285898,51.06978232776957,POINT (-114.09772815285898 51.06978232776957)
BL276991,16446486,307B LIVINGSTON VW NW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-01-29T13:05:06,2025-01-28T13:05:06,Licensed,-114.07676710159116,51.18980429320482,POINT (-114.07676710159116 51.18980429320482)
BL274784,16413445,562 SAGE HILL RD NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-11-03T17:21:15,2024-11-02T17:21:15,Expired,-114.14927460023438,51.17546199078568,POINT (-114.14927460023438 51.17546199078568)
BL263518,16270761,2204 78 AV SE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2024-01-09T09:30:17,2025-01-08T09:30:17,Licensed,-114.00688898321005,50.98337924764489,POINT (-114.00688898321005 50.98337924764489)
BL274383,16408106,422 SETON CI SE,SHORT TERM RENTAL - TIER ONE,Townhouse,2023-10-25T09:27:52,2024-10-24T09:27:52,Expired,-113.95463218475302,50.86814170576367,POINT (-113.95463218475302 50.86814170576367)
BL275275,16419178,379B MAGNOLIA DR SE,SHORT TERM RENTAL - TIER ONE,Coach/lane house,2023-11-20T17:18:58,2024-11-19T17:18:58,Expired - Pending Recommendation,-113.90927048974066,50.88922260301893,POINT (-113.90927048974066 50.88922260301893)
BL281268,16499261,3967 206 AV SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-07-31T11:25:18,2025-07-31T11:25:18,Licensed,-113.94815995277968,50.86522883682831,POINT (-113.94815995277968 50.86522883682831)
BL272013,16377004,3124 109 AV SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-08-15T16:21:44,2024-08-14T16:21:44,Expired,-114.13098038888332,50.955942626493695,POINT (-114.13098038888332 50.955942626493695)
BL274031,16402935,195R SETON HE SE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-10-13T18:39:22,2024-10-12T18:39:22,Expired - Pending Recommendation,-113.94801020523293,50.868183139018576,POINT (-113.94801020523293 50.868183139018576)
BL257703,16183832,2524 7 AV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-07-08T17:23:19,2024-07-07T17:23:19,Expired,-114.11930756152452,51.05899930661481,POINT (-114.11930756152452 51.05899930661481)
BL272853,16386815,40 WALGROVE PA SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-09T01:45:09,2024-09-08T01:45:09,Expired,-114.01651545222764,50.86549005553455,POINT (-114.01651545222764 50.86549005553455)
BL278790,16469371,#2 107 29 AV NW,SHORT TERM RENTAL - TIER ONE,Townhouse,2024-04-05T15:16:22,2025-04-05T15:16:22,Licensed,-114.06330639104743,51.07846666631105,POINT (-114.06330639104743 51.07846666631105)
BL257646,16183345,73B SHERVIEW HT NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-07-07T09:11:03,2024-07-06T09:11:03,Closed,-114.15933820159945,51.166581017009584,POINT (-114.15933820159945 51.166581017009584)
BL270917,16359960,21 RED EMBERS CM NE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-07-09T17:43:28,2024-07-08T17:43:28,Expired,-113.95037963835156,51.167267180049016,POINT (-113.95037963835156 51.167267180049016)
BL246473,16061723,#2 1713 28 AV SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-07-09T15:54:15,2024-07-08T15:54:15,Expired,-114.10046042010745,51.02835814426308,POINT (-114.10046042010745 51.02835814426308)
BL273328,16393308,7326 HUNTERTOWN CR NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-09-23T15:22:53,2024-09-22T15:22:53,Closed,-114.07331159549497,51.11873640887014,POINT (-114.07331159549497 51.11873640887014)
BL280193,16486466,269R PANTEGO RD NW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-05-29T14:43:36,2025-05-29T14:43:36,Licensed,-114.10122680821891,51.16527609334275,POINT (-114.10122680821891 51.16527609334275)
BL275014,16416216,80 SHAWFIELD RD SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-11-12T19:03:04,2024-11-11T19:03:04,Closed,-114.0776941913594,50.90401610056544,POINT (-114.0776941913594 50.90401610056544)
BL246532,16062358,1919 5A ST SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-07-12T20:28:29,2024-07-11T20:28:29,Expired,-114.07587465944329,51.03544672117241,POINT (-114.07587465944329 51.03544672117241)
BL272171,16378804,37 ROYAL OAK PT NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-08-20T17:42:26,2024-08-19T17:42:26,Expired,-114.23049878967836,51.14889904659785,POINT (-114.23049878967836 51.14889904659785)
BL271871,16374555,87 AUBURN GLEN GR SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-08-09T20:52:06,2024-08-08T20:52:06,Closed,-113.95506067617004,50.89713764606783,POINT (-113.95506067617004 50.89713764606783)
BL245879,16053225,15 LUCAS BV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-06-19T21:26:00,2025-06-19T21:26:00,Licensed,-114.07592721878538,51.18378789806938,POINT (-114.07592721878538 51.18378789806938)
BL273699,16398430,249 CALHOUN CM NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-10-04T01:04:36,2024-10-03T01:04:36,Expired,-114.04873673080068,51.18560228248465,POINT (-114.04873673080068 51.18560228248465)
BL276778,16443756,4715 CHAPEL RD NW,SHORT TERM RENTAL - TIER TWO,Single/detached house,2024-02-02T11:20:50,2025-02-01T11:20:50,Licensed,-114.1165177073513,51.09478926546045,POINT (-114.1165177073513 51.09478926546045)
BL286240,16559700,15R CRESTHAVEN BA SW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-11-12T14:36:36,2025-11-12T14:36:36,Licensed,-114.26753943731941,51.08513047472645,POINT (-114.26753943731941 51.08513047472645)
BL273108,16389520,312B LIVINGSTON VW NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-16T16:37:08,2024-09-15T16:37:08,Expired,-114.07669568109155,51.19030786047949,POINT (-114.07669568109155 51.19030786047949)
BL281153,16497398,168R HOWSE CR NE,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-07-10T11:34:55,2025-07-10T11:34:55,Licensed,-114.05450338998733,51.18420214712656,POINT (-114.05450338998733 51.18420214712656)
BL273289,16392854,222R EDGEVIEW DR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-09-21T11:53:15,2025-09-21T11:53:15,Licensed,-114.14893773847608,51.13046243786893,POINT (-114.14893773847608 51.13046243786893)
BL282223,16510091,9203 12 ST SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-10-04T11:41:16,2025-10-04T11:41:16,Licensed,-114.09088703517727,50.972686535280396,POINT (-114.09088703517727 50.972686535280396)
BL271461,16368292,#1001 116 3 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-07-27T09:31:13,2024-07-26T09:31:13,Cancelled,-114.06160205617397,51.05055666887946,POINT (-114.06160205617397 51.05055666887946)
BL274377,16407827,7522 HUNTRIDGE CR NE,SHORT TERM RENTAL - TIER TWO,Duplex/triplex,2023-11-07T15:39:32,2024-11-06T15:39:32,Expired - Pending Recommendation,-114.06975115261292,51.11924488204574,POINT (-114.06975115261292 51.11924488204574)
BL283577,16526899,4608R 70 ST NW,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-10-15T07:34:44,2025-10-15T07:34:44,Licensed,-114.19429049778513,51.093142559771024,POINT (-114.19429049778513 51.093142559771024)
BL235362,15919632,47 MCKENZIE LAKE MR SE,SHORT TERM RENTAL - TIER TWO,Single/detached house,2023-07-30T11:53:37,2024-07-29T11:53:37,Expired - Pending Recommendation,-113.97627633269677,50.909669953345286,POINT (-113.97627633269677 50.909669953345286)
BL257442,16181356,#11 1922 9 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-06-30T09:28:28,2024-06-29T09:28:28,Closed,-114.01829899731617,51.035003071563786,POINT (-114.01829899731617 51.035003071563786)
BL257718,16183980,325 HARVEST HILLS WY NE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-07-10T18:28:09,2024-07-09T18:28:09,Expired,-114.04281053853883,51.1526970008677,POINT (-114.04281053853883 51.1526970008677)
BL257482,16181729,124R SHERWOOD SQ NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2024-06-29T17:16:21,2025-06-29T17:16:21,Licensed,-114.14861809735869,51.16513935856521,POINT (-114.14861809735869 51.16513935856521)
BL265034,16288235,#401 135 13 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-02-08T12:21:44,2025-02-07T12:21:44,Licensed,-114.06533541062821,51.04030431414439,POINT (-114.06533541062821 51.04030431414439)
BL274200,16405748,#3 1831 26 AV SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-10-18T20:10:42,2024-10-17T20:10:42,Expired,-114.10383362856338,51.03021666951269,POINT (-114.10383362856338 51.03021666951269)
BL283432,16525156,#403 135 13 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-10-02T14:13:29,2025-10-02T14:13:29,Licensed,-114.06542457742671,51.04039798231488,POINT (-114.06542457742671 51.04039798231488)
BL277796,16456873,#2306 1010 6 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-05-17T10:32:10,2025-05-17T10:32:10,Licensed,-114.0759641490098,51.04344769600341,POINT (-114.0759641490098 51.04344769600341)
BL273844,16400350,2131 5 AV NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-10-09T20:01:24,2024-10-08T20:01:24,Expired,-114.10983585627959,51.057006994107105,POINT (-114.10983585627959 51.057006994107105)
BL283665,16528119,59 SHERVIEW GV NW,SHORT TERM RENTAL - TIER TWO,Single/detached house,2024-10-31T09:07:01,2025-10-31T09:07:01,Licensed,-114.15893174023765,51.16474010483418,POINT (-114.15893174023765 51.16474010483418)
BL280740,16492894,#3 517 15 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-10-23T12:09:23,2025-10-23T12:09:23,Licensed,-114.07253159845588,51.038572295189404,POINT (-114.07253159845588 51.038572295189404)
BL271697,16372013,72 STRATHLEA CL SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-08-02T14:02:02,2025-08-02T14:02:02,Licensed,-114.20901596159754,51.0491296926713,POINT (-114.20901596159754 51.0491296926713)
BL270372,16352114,2332 3 AV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-06-25T21:48:28,2024-06-24T21:48:28,Closed,-114.11476206104845,51.055567403358474,POINT (-114.11476206104845 51.055567403358474)
BL273010,16388365,1312 4 ST NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-13T19:41:28,2024-09-12T19:41:28,Expired,-114.07122685313234,51.06408740946741,POINT (-114.07122685313234 51.06408740946741)
BL277474,16452377,248 CORNERSTONE MR NE,SHORT TERM RENTAL - TIER ONE,Legally registered suite,2024-03-28T13:06:57,2025-03-28T13:06:57,Licensed,-113.93628552199323,51.162887612150506,POINT (-113.93628552199323 51.162887612150506)
BL255514,16161747,#510 519 17 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-05-05T16:03:30,2025-05-05T16:03:30,Licensed,-114.07279352485733,51.037630771217174,POINT (-114.07279352485733 51.037630771217174)
BL277708,16455602,152B WALCREST BV SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-03-05T14:58:59,2025-03-05T14:58:59,Licensed,-114.01045094931264,50.86555112399459,POINT (-114.01045094931264 50.86555112399459)
BL272357,16380818,#405 211 13 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-08-24T21:06:57,2024-08-23T21:06:57,Cancelled,-114.06005153842722,51.04019389572693,POINT (-114.06005153842722 51.04019389572693)
BL231363,15871940,4085 NORFORD AV NW,SHORT TERM RENTAL - TIER ONE,Coach/lane house,2024-01-31T22:58:10,2025-01-30T22:58:10,Cancelled,-114.1467507121656,51.079924326376606,POINT (-114.1467507121656 51.079924326376606)
BL282573,16514275,708 CANTRELL DR SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-08-26T14:00:31,2025-08-26T14:00:31,Licensed,-114.07221171808366,50.94297693517792,POINT (-114.07221171808366 50.94297693517792)
BL248044,16082760,150 ARBOUR SUMMIT CL NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-09-04T14:24:42,2024-09-03T14:24:42,Expired,-114.18852197239946,51.135879650176534,POINT (-114.18852197239946 51.135879650176534)
BL275558,16423501,513 31 AV NE,SHORT TERM RENTAL - TIER TWO,Single/detached house,2023-12-07T14:17:32,2024-12-06T14:17:32,Licensed,-114.05103299207525,51.07938778167153,POINT (-114.05103299207525 51.07938778167153)
BL270908,16359879,197B LUCAS CR NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-07-09T13:32:44,2024-07-08T13:32:44,Closed,-114.07799423482561,51.184162992576844,POINT (-114.07799423482561 51.184162992576844)
BL274634,16411282,526 SKYVIEW RANCH DR NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-11-01T05:06:02,2024-10-31T05:06:02,Closed,-113.95314565888218,51.15822249473866,POINT (-113.95314565888218 51.15822249473866)
BL270597,16355869,4724 GREENVIEW DR NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-07-01T05:42:02,2024-06-30T05:42:02,Expired,-114.05773224605016,51.09475345664849,POINT (-114.05773224605016 51.09475345664849)
BL275007,16416133,291 LUCAS BV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-12-13T11:35:27,2024-12-12T11:35:27,Closed,-114.07754239307864,51.18747614554136,POINT (-114.07754239307864 51.18747614554136)
BL275872,16430472,2323 22 AV SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-12-14T11:23:34,2024-12-13T11:23:34,Licensed,-114.11496167242584,51.03356461896342,POINT (-114.11496167242584 51.03356461896342)
BL270604,16355935,110 RED SKY GR NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-07-01T21:00:49,2024-06-30T21:00:49,Expired,-113.95678939435919,51.17091831724236,POINT (-113.95678939435919 51.17091831724236)
BL278495,16465304,4504 14 ST NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-03-20T13:18:09,2025-03-20T13:18:09,Licensed,-114.09439389432393,51.092382703350005,POINT (-114.09439389432393 51.092382703350005)
BL271086,16362063,215R LUCAS HT NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2024-07-12T12:34:45,2025-07-12T12:34:45,Licensed,-114.07974043259547,51.190263304763086,POINT (-114.07974043259547 51.190263304763086)
BL279016,16471989,820 AVONLEA PL SE,SHORT TERM RENTAL - TIER ONE,A bedroom in the home,2024-04-01T10:42:11,2025-04-01T10:42:11,Closed,-114.04571636146848,50.97360080141198,POINT (-114.04571636146848 50.97360080141198)
BL273343,16393688,853B CORNER MEADOWS WY NE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2023-09-25T03:19:58,2024-09-24T03:19:58,Expired,-113.9266314990484,51.15325019136269,POINT (-113.9266314990484 51.15325019136269)
BL285677,16552911,#205 108 13 AV NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-11-12T15:00:14,2025-11-12T15:00:14,Licensed,-114.0620543412665,51.06468271371913,POINT (-114.0620543412665 51.06468271371913)
BL270182,16349433,2290 PASSCHENDAELE AV SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-06-19T20:21:04,2024-06-18T20:21:04,Expired,-114.11380376996209,51.014665339054375,POINT (-114.11380376996209 51.014665339054375)
BL271539,16369886,61 TUSCANY RIDGE CI NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-07-30T13:18:43,2024-07-29T13:18:43,Expired,-114.2563795959956,51.1314605653628,POINT (-114.2563795959956 51.1314605653628)
BL273329,16393316,7328 HUNTERTOWN CR NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-09-23T15:50:57,2024-09-22T15:50:57,Closed,-114.07342576195121,51.118735932711935,POINT (-114.07342576195121 51.118735932711935)
BL271772,16373110,#304 108 13 AV NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2024-08-06T18:36:34,2025-08-06T18:36:34,Licensed,-114.06201870134699,51.06461748536621,POINT (-114.06201870134699 51.06461748536621)
BL275667,16425597,256 WHITEFIELD DR NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-12-14T12:21:30,2024-12-13T12:21:30,Licensed,-113.97451272295689,51.08848201286923,POINT (-113.97451272295689 51.08848201286923)
BL273867,16400889,#1 1622 28 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2023-10-10T12:54:45,2024-10-09T12:54:45,Closed,-114.09841463524837,51.02875942590558,POINT (-114.09841463524837 51.02875942590558)
BL267442,16314858,1624 13 AV SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2024-03-27T22:33:55,2025-03-27T22:33:55,Licensed,-114.09828787989031,51.04167612298361,POINT (-114.09828787989031 51.04167612298361)
BL270694,16357386,203 CRESTRIDGE HL SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2023-07-04T16:21:34,2024-07-03T16:21:34,Rejected,-114.27488156157283,51.082622749265504,POINT (-114.27488156157283 51.082622749265504)
BL270277,16350688,2049 48 AV SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex,2023-06-22T08:43:35,2024-06-21T08:43:35,Cancelled,-114.10901890387244,51.010405092592826,POINT (-114.10901890387244 51.010405092592826)
BL278288,16462731,160 LUCAS HT NW,SHORT TERM RENTAL - TIER ONE,A bedroom in the home,2024-03-15T10:59:09,2025-03-15T10:59:09,Licensed,-114.07906128895132,51.18904849162943,POINT (-114.07906128895132 51.18904849162943)
